flag		comment
$XBOXONE_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS	
$XBOXONE_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS	
$XBOXONE_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS	
$XBOXONE_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS	
$XBOXONE_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK	
$XBOXONE_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK	
$XBOXONE_EMPTY	<RE>$GAMEPAD_EMPTY	
$PS4_A	×鍵	
$PS4_B	○鍵	
$PS4_X	△鍵	
$PS4_Y	□鍵	
$PS4_BACK	Share鍵	
$PS4_START	選項鍵	
$PS4_LEFT_SHOULDER	L1鍵	
$PS4_RIGHT_SHOULDER	R1鍵	
$PS4_LEFT_TRIGGER	L2鍵	
$PS4_RIGHT_TRIGGER	R2鍵	
$PS4_DPAD	<RE>$GAMEPAD_DPAD	
$PS4_DPAD_UP	<RE>$GAMEPAD_DPAD_UP	
$PS4_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN	
$PS4_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT	
$PS4_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT	
$PS4_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK	
$PS4_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS	
$PS4_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS	
$PS4_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS	
$PS4_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS	
$PS4_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK	
$PS4_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS	
$PS4_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS	
$PS4_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS	
$PS4_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS	
$PS4_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK	
$PS4_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK	
$PS4_EMPTY	<RE>$GAMEPAD_EMPTY	
$PS3_A	<RE>$PS4_A	
$PS3_B	<RE>$PS4_B	
$PS3_X	<RE>$PS4_X	
$PS3_Y	<RE>$PS4_Y	
$PS3_BACK	選擇鍵	
$PS3_START	<RE>$GAMEPAD_START	
$PS3_LEFT_SHOULDER	<RE>$PS4_LEFT_SHOULDER	
$PS3_RIGHT_SHOULDER	<RE>$PS4_RIGHT_SHOULDER	
$PS3_LEFT_TRIGGER	<RE>$PS4_LEFT_TRIGGER	
$PS3_RIGHT_TRIGGER	<RE>$PS4_RIGHT_TRIGGER	
$PS3_DPAD	<RE>$PS4_DPAD	
$PS3_DPAD_UP	<RE>$PS4_DPAD_UP	
$PS3_DPAD_DOWN	<RE>$PS4_DPAD_DOWN	
$PS3_DPAD_LEFT	<RE>$PS4_DPAD_LEFT	
$PS3_DPAD_RIGHT	<RE>$PS4_DPAD_RIGHT	
$PS3_LEFT_ANALOG_STICK	<RE>$PS4_LEFT_ANALOG_STICK	
$PS3_LEFT_ANALOG_STICK_X_MINUS	<RE>$PS4_LEFT_ANALOG_STICK_X_MINUS	
$PS3_LEFT_ANALOG_STICK_X_PLUS	<RE>$PS4_LEFT_ANALOG_STICK_X_PLUS	
$PS3_LEFT_ANALOG_STICK_Y_MINUS	<RE>$PS4_LEFT_ANALOG_STICK_Y_MINUS	
$PS3_LEFT_ANALOG_STICK_Y_PLUS	<RE>$PS4_LEFT_ANALOG_STICK_Y_PLUS	
$PS3_RIGHT_ANALOG_STICK	<RE>$PS4_RIGHT_ANALOG_STICK	
$PS3_RIGHT_ANALOG_STICK_X_MINUS	<RE>$PS4_RIGHT_ANALOG_STICK_X_MINUS	
$PS3_RIGHT_ANALOG_STICK_X_PLUS	<RE>$PS4_RIGHT_ANALOG_STICK_X_PLUS	
$PS3_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$PS4_RIGHT_ANALOG_STICK_Y_MINUS	
$PS3_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$PS4_RIGHT_ANALOG_STICK_Y_PLUS	
$PS3_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK	
$PS3_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK	
$PS3_EMPTY	<RE>$PS4_EMPTY	
$PSVITA_A	<RE>$PS4_A	
$PSVITA_B	<RE>$PS4_B	
$PSVITA_X	<RE>$PS4_X	
$PSVITA_Y	<RE>$PS4_Y	
$PSVITA_BACK	選擇鍵	
$PSVITA_START	<RE>$GAMEPAD_START	
$PSVITA_LEFT_SHOULDER	<RE>$PS4_LEFT_SHOULDER	
$PSVITA_RIGHT_SHOULDER	<RE>$PS4_RIGHT_SHOULDER	
$PSVITA_LEFT_TRIGGER	<RE>$PS4_LEFT_TRIGGER	
$PSVITA_RIGHT_TRIGGER	<RE>$PS4_RIGHT_TRIGGER	
$PSVITA_DPAD	<RE>$PS4_DPAD	
$PSVITA_DPAD_UP	<RE>$PS4_DPAD_UP	
$PSVITA_DPAD_DOWN	<RE>$PS4_DPAD_DOWN	
$PSVITA_DPAD_LEFT	<RE>$PS4_DPAD_LEFT	
$PSVITA_DPAD_RIGHT	<RE>$PS4_DPAD_RIGHT	
$PSVITA_LEFT_ANALOG_STICK	<RE>$PS4_LEFT_ANALOG_STICK	
$PSVITA_LEFT_ANALOG_STICK_X_MINUS	<RE>$PS4_LEFT_ANALOG_STICK_X_MINUS	
$PSVITA_LEFT_ANALOG_STICK_X_PLUS	<RE>$PS4_LEFT_ANALOG_STICK_X_PLUS	
$PSVITA_LEFT_ANALOG_STICK_Y_MINUS	<RE>$PS4_LEFT_ANALOG_STICK_Y_MINUS	
$PSVITA_LEFT_ANALOG_STICK_Y_PLUS	<RE>$PS4_LEFT_ANALOG_STICK_Y_PLUS	
$PSVITA_RIGHT_ANALOG_STICK	<RE>$PS4_RIGHT_ANALOG_STICK	
$PSVITA_RIGHT_ANALOG_STICK_X_MINUS	<RE>$PS4_RIGHT_ANALOG_STICK_X_MINUS	
$PSVITA_RIGHT_ANALOG_STICK_X_PLUS	<RE>$PS4_RIGHT_ANALOG_STICK_X_PLUS	
$PSVITA_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$PS4_RIGHT_ANALOG_STICK_Y_MINUS	
$PSVITA_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$PS4_RIGHT_ANALOG_STICK_Y_PLUS	
$PSVITA_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK	
$PSVITA_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK	
$PSVITA_EMPTY	<RE>$PS4_EMPTY	
$LOGITECH_A	2 （face）鍵	
$LOGITECH_B	3 （face）鍵	
$LOGITECH_X	1 （face）鍵	
$LOGITECH_Y	4 （face）鍵	
$LOGITECH_BACK	9 （back）鍵	
$LOGITECH_START	10 （start）鍵	
$LOGITECH_LEFT_SHOULDER	5 （LB） 鍵	
$LOGITECH_RIGHT_SHOULDER	6 （RB） 鍵	
$LOGITECH_LEFT_TRIGGER	7 （LT） 鍵	
$LOGITECH_RIGHT_TRIGGER	8 （RT） 鍵	
$LOGITECH_DPAD	<RE>$GAMEPAD_DPAD	
$LOGITECH_DPAD_UP	<RE>$GAMEPAD_DPAD_UP	
$LOGITECH_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN	
$LOGITECH_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT	
$LOGITECH_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT	
$LOGITECH_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK	
$LOGITECH_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS	
$LOGITECH_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS	
$LOGITECH_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS	
$LOGITECH_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS	
$LOGITECH_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK	
$LOGITECH_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS	
$LOGITECH_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS	
$LOGITECH_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS	
$LOGITECH_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS	
$LOGITECH_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK	
$LOGITECH_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK	
$LOGITECH_EMPTY	<RE>$GAMEPAD_EMPTY	
$WIIU_A	B鍵	
$WIIU_B	A鍵	
$WIIU_X	Y鍵	
$WIIU_Y	X鍵	
$WIIU_BACK	Err:509	
$WIIU_START	Err:509	
$WIIU_LEFT_SHOULDER	L鍵	
$WIIU_RIGHT_SHOULDER	R鍵	
$WIIU_LEFT_TRIGGER	ZL鍵	
$WIIU_RIGHT_TRIGGER	ZR鍵	
$WIIU_DPAD	<RE>$GAMEPAD_DPAD	
$WIIU_DPAD_UP	<RE>$GAMEPAD_DPAD_UP	
$WIIU_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN	
$WIIU_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT	
$WIIU_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT	
$WIIU_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK	
$WIIU_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS	
$WIIU_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS	
$WIIU_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS	
$WIIU_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS	
$WIIU_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK	
$WIIU_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS	
$WIIU_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS	
$WIIU_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS	
$WIIU_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS	
$WIIU_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK	
$WIIU_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK	
$WIIU_EMPTY	<RE>$GAMEPAD_EMPTY	
$OUYA_A	O鍵	
$OUYA_B	A鍵	
$OUYA_X	U鍵	
$OUYA_Y	Y鍵	
$OUYA_BACK	<RE>$GAMEPAD_BACK	
$OUYA_START	<RE>$GAMEPAD_START	
$OUYA_LEFT_SHOULDER	<RE>$PS4_LEFT_SHOULDER	
$OUYA_RIGHT_SHOULDER	<RE>$PS4_RIGHT_SHOULDER	
$OUYA_LEFT_TRIGGER	<RE>$PS4_LEFT_TRIGGER	
$OUYA_RIGHT_TRIGGER	<RE>$PS4_RIGHT_TRIGGER	
$OUYA_DPAD	<RE>$GAMEPAD_DPAD	
$OUYA_DPAD_UP	<RE>$GAMEPAD_DPAD_UP	
$OUYA_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN	
$OUYA_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT	
$OUYA_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT	
$OUYA_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK	
$OUYA_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS	
$OUYA_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS	
$OUYA_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS	
$OUYA_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS	
$OUYA_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK	
$OUYA_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS	
$OUYA_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS	
$OUYA_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS	
$OUYA_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS	
$OUYA_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK	
$OUYA_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK	
$OUYA_EMPTY	<RE>$GAMEPAD_EMPTY	
$MISC_INPUT_0	輸入：	
$MISC_INPUT_1	輸入1：	
$MISC_INPUT_2	輸入2：	
$MISC_INPUT_3	輸入3：	
$GAMEPAD_NOTE	選擇自訂	
$MISC_DEVICE_DISCONNECTED_TITLE	設備已斷開連接！	
$MISC_DEVICE_DISCONNECTED_TEXT	插槽 <SLOT> 中的 <NAME> 已斷開連接！	
$MISC_PLEASE_RECONNECT_CONTROLLER	請重新連接控制器
$MISC_EDIT	編輯	
$SOFT_KEYBOARD_SPACE	空白鍵	
$SOFT_KEYBOARD_BACKSPACE	刪除鍵	
$SOFT_KEYBOARD_CLEAR	Clear鍵	
$CONTROL_SWITCH_WARNING	非常抱歉！你無法在戰鬥中切換基本輸入法。	
$MISC_TITLE_SAFE_TEXT	移動模擬搖杆，直到所有箭頭都可見。	
$PRESS_A	請按 <A> 按鍵繼續。
$MISC_REQUIRES_RESTART	(需要重新啟動)
$MISC_PICTURE_SIZE	圖片大小
$MISC_SIGNED_OUT	<USER> 已登出。
$MISC_SIGNED_IN	以 <USER> 的身份登入。
$MISC_SWITCH_USER	切換使用者
$MISC_RESTART_XBOX	重新啟動您的 Xbox 嗎？
