flag	content	comment
$ACTIONS_BATTLE_BACK	<RE>$BATTLE_BACK
$UI_MOD_MOD_INCOMPAT_TEXT	<N>Этот файл из другого мода,<N>он может быть не совместим.<N><N>Импортировать все равно?
$UI_MOD_MOVIES	<PLUS>13M видеороликов
$UI_MOD_NAME	Введите имя для мода
$UI_MOD_NORM_INCOMPAT_TEXT	<N>Мод активен, но этот<N>файл из обычной игры,<N>он может быть не совместим.<N><N>Импортировать все равно?
$UI_MOD_NOT_DIR	Что?!<N>Это даже не каталог!<N>Попробуйте еще раз.
$UI_MOD_PATH	Путь файлов модификаций...
$UI_MOD_PLAY	Играть
$UI_MOD_PLEASE_WAIT	Пожалуйста, подождите, пока<N> ваш мод загружается
$UI_MOD_PROGRESS	Задача <TASK><N>Файл <FILE><N>
$UI_MOD_SELECT_DIR	Выбрать каталог размещения мода
$UI_MOD_SHARE	Отправить
$UI_MOD_SHARE_TEXT_LOCAL	Ваш мод будет упакован в один файл для упрощения отправки.
$UI_MOD_SHARE_TEXT_STEAM	Ваш мод будет упакован и отправлен в мастерскую Steam.
$UI_MOD_SHARE_TITLE	Отправить мод
$UI_MOD_SHARED	Отправлено
$UI_MOD_SPRITES	<PLUS>4M изображений
$UI_MOD_STEAM_SEND	Отправка в Steam
$UI_MOD_STEAM_UPLOAD	Отправка в Steam...
$UI_MOD_STEAM_WAIT	Ждем ответа от  Steam...<N>(Надо немного подождать)
$UI_MOD_SUBSCRIBED	Подписано
$UI_MOD_TEMPLATE_SETTINGS	Настройка шаблона мода
$UI_MOD_TITLE	Модификации
$UI_MOD_TITLE	Модификации
$UI_MOD_UPDATE	Обновить
$UI_MOD_UPDATE_STEAM_FINISH	Обновление завершено
$UI_MOD_UPDATE_STEAM_FINISH_TEXT	Мод успешно обновлен в<N>мастерской Steam
$UI_MOD_UPDATE_TEXT_STEAM	Ваш мод будет обновлен в мастерской Steam.
$UI_MOD_WEB_BROWSER	Веб-браузер
$UI_MOD_WORKSHOP	Редактор
$UI_MOD_ZIP_FAIL	Упаковка не удалась!
$UI_MOD_ZIP_FAIL_TEXT	Возникла ошибка в ходе упаковки.
$UI_MOD_ZIP_FILES	Архивы Zip (*.*)
$UI_MOD_ZIP_FINISH	Упаковка завершена
$UI_MOD_ZIP_FINISH_TEXT	Мод упакован успешно.
$UI_MOD_ZIP_PROGRESS	Задача <TASK><N>Файл <FILE><N>
$UI_MOD_ZIP_STEAM_FAIL	Отправка не удалась!
$UI_MOD_ZIP_STEAM_FAIL_TEXT	Невозможно загрузить мод в<N>мастерскую Steam.
$UI_MOD_ZIP_STEAM_FINISH	Отправка завершена
$UI_MOD_ZIP_STEAM_FINISH_TEXT	Мод успешно загружен в<N>мастерскую Steam
$UI_MOD_ZIPPING	Упаковка файлов мода
$UI_MOVIE_END	конец
$UI_MOVIE_NUMS	font:11,tabs:4
$UI_MOVIE_QUEST	квест
$UI_MOVIE_SCENE	Сцена
$UI_MOVIE_SELECT_A_MOVIE	Выберите ролик
$UI_MUSIC	Музыка:
$UI_NORM_MOD_INCOMPAT_TEXT	<N>Этот файл из мода,<N>он может быть не совместим.<N><N>Импортировать все равно?
$UI_OPTIONS_MENU	Меню настроек
$UI_OPTIONS_NUMS	font:18,off_y:1,off_x:-2
$UI_OPTIONS_SPEED	Скорость игры
$UI_OPTIONS_TITLE	Настройки
$UI_QUIT_NUMS	font:18,off_y:1,off_x:-2
$UI_RECRUIT_BERSERKER_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_CLASS_FULL	Мест нет
$UI_RECRUIT_DRAGON_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_HEALER_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_KNIGHT_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_MAGE_NUMS	font:14,x_off:0,y_off:0
$UI_RECRUIT_RANGER_NUMS	font:14,x_off:0,y_off:0
$UI_RESOLUTION_CHOICES	Доступно:
$UI_RESOLUTION_CURRENT	Текущее:
$UI_RESOLUTION_CURRENT_PARENTHESES	(Текущее)
$UI_RESOLUTION_TITLE	Разрешение экрана
$UI_RESTART_NUMS	font:18,off_y:1,off_x:-2
$UI_REWARD_BOX_COMPLETE_NUMS	font:12,x_off:7,y_off:0
$UI_REWARD_BOX_PERFECT_NUMS	font:12,x_off:7,y_off:0
$UI_SAVE_CONFIRM_DELETE	Подтвердить удаление?
$UI_SAVE_CONFIRM_DELETE_TEXT	Навсегда стереть <N> слот сохранения?
$UI_SAVE_DEMO_ATTENTION	Внимание!
$UI_SAVE_DEMO_IMPORT	Импортировать демо
$UI_SAVE_DEMO_IMPORT_TEXT	Этот файл из ДЕМО. Кое-что нужно подкорректировать.<N>Согласны?
$UI_SAVE_DEMO_NEWER	Этот файл из более НОВОЙ версии игры,<N>возможно он несовместим.<N>Попробовать все равно?
$UI_SAVE_DEMO_OLDER	Этот файл из более СТАРОЙ версии игры.<N>Кое-что нужно подкорректировать.<N>Согласны?
$UI_SAVE_ERROR_INCOMPAT	Несовместимо!
$UI_SAVE_ERROR_INCOMPAT_TEXT	Ошибка! Вы играете в ДЕМО,<N>а этот файл из ПОЛНОЙ версии
$UI_SAVE_MENU_CHECK_GOG	Проверить бесплатное обновление на GOG!
$UI_SAVE_MENU_DOWNLOAD	Получить загружаемую версию
$UI_SAVE_MENU_FULL_VERSION	Полная версия
$UI_SAVE_MENU_KONG_DEMO	Демо-версия
$UI_SAVE_MENU_KONG_DEMO_LOGIN_FULL	Демо-версия. Войдите в kongregate, чтобы получить доступ к полной игре!
$UI_SAVE_MENU_KONG_DEMO_LOGIN_XDEMO	Демо-версия. Войдите в kongregate для доступа к расширенному содержимому!
$UI_SAVE_MENU_KONG_XDEMO	Расширенная демо-версия
$UI_SAVE_MENU_KONG_XDEMO_LOGIN	Расширенное демо - зарегистрируйтесь, чтобы получить доступ к полной игре!
$UI_SAVE_MENU_LOADED	Загрузка завершена!
$UI_SAVE_PATH	Путь файлов сохранений...
$UI_SAVE_SELECT_DIR	Выберите папку для сохранения
$UI_SELECT_A_FILE_TEXT	Выберите файл сохранения для импорта
$UI_SELECT_A_FILE_TITLE	Пожалуйста, выберите файл!
$UI_SFX	Эффекты:
$UI_SKILLS_CLICK_TO_UPGRADE	Нажмите для улучшения.
$UI_SKILLS_MAX	МАКСИМУМ
$UI_SKILLS_MOUSE_OVER	Наведите курсор для изучения.
$UI_SKILLS_NO_LEARN_SPELL	Это заклинание еще не изучено.
$UI_SKILLS_NO_POINTS	Нет доступных очков навыков.
$UI_SKILLS_REQ_1PT	ТРЕБУЕТСЯ: Уровень <LVL>,<N>вложить <PT> очко в навык <SKILL>
$UI_SKILLS_REQ_XPT	ТРЕБУЕТСЯ: Уровень <LVL>,<N>вложить <PT> очков в навык <SKILL>
$UI_TIPS_TITLE	Подсказки
$UI_UPDATER_ASK_DOWNLOAD	Скачать обновление?
$UI_UPDATER_CANCEL	<RE>$MISC_CANCEL
$UI_UPDATER_CHECKING	Проверка наличия обновлений...
$UI_UPDATER_CHECKSUM	Подсчет контрольной суммы...
$UI_UPDATER_CHECKSUM_MISMATCH	Контрольная сумма не совпадает с ожидаемой.<N><N>Возможные причины – это незавершенная загрузка (скорее всего), проблема безопасности (маловероятно) или космические лучи (всякое бывает!).<N><N>В любом случае, обновление не удалось.
$UI_UPDATER_CLOSE_WINDOW	Вы должны закрыть окно перед установкой обновления.
$UI_UPDATER_CONNECT_AGAIN	Повторное соединение
$UI_UPDATER_CONNECTING	Подключение к серверу...
$UI_UPDATER_CURRENT_VERSION	Текущая версия:<T>
$UI_UPDATER_DEB	DEB пакет
$UI_UPDATER_DETAILS	Подробности:
$UI_UPDATER_DOWNLOADED	Обновление загружено!
$UI_UPDATER_DOWNLOADING_FILE	Загрузка файла обновления...
$UI_UPDATER_DOWNLOADING_SIG	Загрузка подписи обновления...
$UI_UPDATER_ERROR!	ОШИБКА!
$UI_UPDATER_EXITING	Выход из приложения...
$UI_UPDATER_FILE_IS_AT	Ваше обновление расположено в:
$UI_UPDATER_GIVE_UP	Сдаться
$UI_UPDATER_IF_NO_WINDOW	Если папка назначения не открывается, то попробуйте перейти туда самостоятельно.
$UI_UPDATER_INSTALLING	Установить обновление...
$UI_UPDATER_NAVIGATE_NOW	Перейти к файлу сейчас?
$UI_UPDATER_NAVIGATING	Переход к файлу...
$UI_UPDATER_NEWEST_VERSION	Последняя версия:<T>
$UI_UPDATER_NO_BIG_DEAL	Это не проблема, вы можете продолжить играть, просто сейчас сервер недоступен.
$UI_UPDATER_NO_DOWNLOAD	Невозможно загрузить файл обновления.
$UI_UPDATER_NO_INFO	Невозможно найти обновление на сервере.
$UI_UPDATER_NO_UPDATES	Нет доступных обновлений
$UI_UPDATER_NO_VERIFY	Не удалось проверить файл обновления.
$UI_UPDATER_NOTE	Внимание:
$UI_UPDATER_PLEASE_WAIT	<RE>$MISC_PLEASE_WAIT
$UI_UPDATER_RPM	RPM пакeт
$UI_UPDATER_SECURED_WITH	Этот механизм обновления защищен HTTPS,<N>а также проверкой отпечатков пальцев.
$UI_UPDATER_SECURITY	По причинам, касающимся безопасности, вы должны запустить загруженный установщик самостоятельно.<N><N>Эта программа откроет место расположения файла.
$UI_UPDATER_SERVER_TIMEOUT	Таймаут сервера!
$UI_UPDATER_TARGZ	Архив TAR.GZ
$UI_UPDATER_TRY_AGAIN	Еще раз
$UI_UPDATER_TRYING_30	Соединение через 30 секунд
$UI_UPDATER_UPDATE_EXISTS	Доступна обновленная версия!
$UI_VIDEO_AOE	Подсвечивать атаки по площади
$UI_VIDEO_BIT_DEPTH	Цвет
$UI_VIDEO_CAN_SLOW_GAME	(Может замедлить игру)
$UI_VIDEO_CHANGE_RES	Изменить разрешение
$UI_VIDEO_CHANGE_RES_BUTTON	Изменить!
$UI_VIDEO_DEPTH_NUMS	font:11,x_off:-20,y_off:0
$UI_VIDEO_CHANGE_RES_TO	Изменить разрешение на <X>
$UI_VIDEO_CUTSCENES	Ролики
$UI_VIDEO_FULLSCREEN	Полноэкранный
$UI_VIDEO_GRAPHICS	Графика
$UI_VIDEO_HD	Широкий (16:9)
$UI_VIDEO_IF_DOESNT_WORK	Если новое разрешение не поддерживается,<N>то через несколько секунд будет возвращено предыдущее.
$UI_VIDEO_MATCH_MONITOR	Соответствует полноэкранному
$UI_VIDEO_MODE	Режим
$UI_VIDEO_MOUSE	Курсор мыши
$UI_VIDEO_MOUSE_DEFAULT	Стандартный
$UI_VIDEO_MOUSE_FANCY	Красивый
$UI_VIDEO_NUMS	font:18,off_y:1,off_x:-2
$UI_VIDEO_PARTICLES	Частицы
$UI_VIDEO_PIXELS	Пиксели
$UI_VIDEO_RECOMMENDED	Рекомендуется:
$UI_VIDEO_REFRESH	Частота
$UI_VIDEO_REFRESH_NUMS	font:11,x_off:-15,y_off:0
$UI_VIDEO_RES_CHANGED	Разрешение изменено.<N>Вас оно устраивает?<N><N>Возврат к старым настройкам через <TIME> секунд
$UI_VIDEO_RESOLUTION	Полноэкранное разрешение
$UI_VIDEO_SCALE	Масштаб
$UI_VIDEO_SCREEN_POS	Положение экрана
$UI_VIDEO_SCREEN_SIZE	Размеры окна
$UI_VIDEO_SD	Обычный (4:3)
$UI_VIDEO_SELECT_NEW	Выберите новое...
$UI_VIDEO_SETTINGS	Настройки видео
$UI_VIDEO_SHOW_ALL_RES	Показать все разрешения
$UI_VIDEO_SPRITES	Изображения
$UI_VIDEO_STANDARD_RATIO	(Обычный 4:3)
$UI_VIDEO_SWIRL	Анимация перед битвой
$UI_VIDEO_TITLE	Видео
$UI_VIDEO_WARNING	Настройки видео отсутствуют в браузерной версии.
$UI_VIDEO_WARNING2	К сожалению, ваша конфигурация системы не поддерживает смену разрешения :(
$UI_VIDEO_WARNING3	В режиме совместимости отключена смена разрешения.<N><N>Приносим свои извинения!
$UI_VIDEO_WIDESCREEN	(Широкий 16:9)
$UI_VIDEO_WINDOWED	Оконный
$WEAK_DMG_MULT	<PLUS><PERCENT>% дополнительно УРОНА от <FLAVOR>
$WIIU_A	Кнопка B
$WIIU_B	Кнопка A
$WIIU_BACK	Кнопка - (select)
$WIIU_DPAD	<RE>$GAMEPAD_DPAD
$WIIU_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN
$WIIU_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT
$WIIU_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT
$WIIU_DPAD_UP	<RE>$GAMEPAD_DPAD_UP
$WIIU_EMPTY	<RE>$GAMEPAD_EMPTY
$WIIU_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK
$WIIU_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS
$WIIU_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS
$WIIU_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS
$WIIU_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS
$WIIU_LEFT_SHOULDER	Курок L
$WIIU_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK
$WIIU_LEFT_TRIGGER	Триггер ZL
$WIIU_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK
$WIIU_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS
$WIIU_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS
$WIIU_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS
$WIIU_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS
$WIIU_RIGHT_SHOULDER	Курок R
$WIIU_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK
$WIIU_RIGHT_TRIGGER	Триггер ZR
$WIIU_START	Кнопка + (start)
$WIIU_X	Кнопка Y
$WIIU_Y	Кнопка X
$XBOX360_A	<RE>$GAMEPAD_A
$XBOX360_B	<RE>$GAMEPAD_B
$XBOX360_BACK	<RE>$GAMEPAD_BACK
$XBOX360_DPAD	<RE>$GAMEPAD_DPAD
$XBOX360_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN
$XBOX360_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT
$XBOX360_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT
$XBOX360_DPAD_UP	<RE>$GAMEPAD_DPAD_UP
$XBOX360_EMPTY	<RE>$GAMEPAD_EMPTY
$XBOX360_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK
$XBOX360_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS
$XBOX360_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS
$XBOX360_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS
$XBOX360_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS
$XBOX360_LEFT_SHOULDER	<RE>$GAMEPAD_LEFT_SHOULDER
$XBOX360_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK
$XBOX360_LEFT_TRIGGER	<RE>$GAMEPAD_LEFT_TRIGGER
$XBOX360_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK
$XBOX360_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS
$XBOX360_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS
$XBOX360_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS
$XBOX360_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS
$XBOX360_RIGHT_SHOULDER	<RE>$GAMEPAD_RIGHT_SHOULDER
$XBOX360_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK
$XBOX360_RIGHT_TRIGGER	<RE>$GAMEPAD_RIGHT_TRIGGER
$XBOX360_START	<RE>$GAMEPAD_START
$XBOX360_X	<RE>$GAMEPAD_X
$XBOX360_Y	<RE>$GAMEPAD_Y
$XBOXONE_A	<RE>$GAMEPAD_A
$XBOXONE_B	<RE>$GAMEPAD_B
$XBOXONE_BACK	Кнопка View
$XBOXONE_DPAD	<RE>$GAMEPAD_DPAD
$XBOXONE_DPAD_DOWN	<RE>$GAMEPAD_DPAD_DOWN
$XBOXONE_DPAD_LEFT	<RE>$GAMEPAD_DPAD_LEFT
$XBOXONE_DPAD_RIGHT	<RE>$GAMEPAD_DPAD_RIGHT
$XBOXONE_DPAD_UP	<RE>$GAMEPAD_DPAD_UP
$XBOXONE_EMPTY	<RE>$GAMEPAD_EMPTY
$XBOXONE_LEFT_ANALOG_STICK	<RE>$GAMEPAD_LEFT_ANALOG_STICK
$XBOXONE_LEFT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_MINUS
$XBOXONE_LEFT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_X_PLUS
$XBOXONE_LEFT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_MINUS
$XBOXONE_LEFT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_LEFT_ANALOG_STICK_Y_PLUS
$XBOXONE_LEFT_SHOULDER	<RE>$GAMEPAD_LEFT_SHOULDER
$XBOXONE_LEFT_STICK_CLICK	<RE>$GAMEPAD_LEFT_STICK_CLICK
$XBOXONE_LEFT_TRIGGER	<RE>$GAMEPAD_LEFT_TRIGGER
$XBOXONE_RIGHT_ANALOG_STICK	<RE>$GAMEPAD_RIGHT_ANALOG_STICK
$XBOXONE_RIGHT_ANALOG_STICK_X_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_MINUS
$XBOXONE_RIGHT_ANALOG_STICK_X_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_X_PLUS
$XBOXONE_RIGHT_ANALOG_STICK_Y_MINUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_MINUS
$XBOXONE_RIGHT_ANALOG_STICK_Y_PLUS	<RE>$GAMEPAD_RIGHT_ANALOG_STICK_Y_PLUS
$XBOXONE_RIGHT_SHOULDER	<RE>$GAMEPAD_RIGHT_SHOULDER
$XBOXONE_RIGHT_STICK_CLICK	<RE>$GAMEPAD_RIGHT_STICK_CLICK
$XBOXONE_RIGHT_TRIGGER	<RE>$GAMEPAD_RIGHT_TRIGGER
$XBOXONE_START	Кнопка Menu
$XBOXONE_X	<RE>$GAMEPAD_X
$XBOXONE_Y	<RE>$GAMEPAD_Y
$YOU_GOT	Вы получили
$YOU_GOT_JOIN	<NAME>  <CLASS><N>присоединился к вам!
$YOU_GOT_MONEY	Вы получили <MONEY> бабосов!
$YOU_GOT_NEW_GAME_PLUS_TEXT	Поздравляем! Теперь вы можете начать новое приключение с вашей старой командой!<N><N>Вы встретите мутировавших врагов с новыми способностями, вдохнете в свое снаряжение новую удивительную силу, и пополните свою библиотеку массой новых книг. Примите участие в многочисленных побочных квестах с дополнительными историями, разблокируете комментарии разработчиков, будете переводить речь Эзтли-Теноха, познакомитесь с новыми персонажами, и многое другое!<N><N><RE>[$NEW_GAME_PLUS_NOTE]<N><N>Вы можете вернуться к вашей <LQ>обычной<RQ> игре в любое время.
$YOU_GOT_NEW_GAME_PLUS_TITLE	Новая игра+ разблокирована!
$YOU_GOT_NO_EQUIP	Этот предмет нельзя использовать.
$YOU_GOT_NO_EQUIP_YET	Пока что никто в вашей группе не может использовать <THING>.<N>Не волнуйтесь, продолжайте играть и найдете новых персонажей, которые смогут использовать эту вещь.
$YOU_GOT_X	<NUM>x <THING>!
